parcel,permit_count,distinct_types,top_type,total_valuation,first_permit,last_permit,address,lat,lon
R72 07201 0023,1,1,Commercial Building Permit,0,2026-06-23,2026-06-23,"1052 CUMBERLAND AVE, DAYTON OH 45406-4949 United States",39.77795222714926,-84.22172760512763
R72 07203 0042,1,1,Commercial Electrical Permit,0,2026-06-04,2026-06-04,"1100 SALEM AVE, DAYTON OH 45406-5144 United States",39.774779155610325,-84.21698046845376
R72 07208 0033,1,1,Residential Plumbing Permit,0,2026-04-29,2026-04-29,"916 PRINCETON DR, DAYTON OH 45406 United States",39.77411285711407,-84.21897451880801
R72 07209A0020,1,1,Residential Gas Permit,0,2026-05-28,2026-05-28,"1400 BRYN MAWR DR, DAYTON OH 45406-5901 United States",39.770870545069215,-84.2176313613201
R72 07306 0001,1,1,Commercial Electrical Permit,0,2026-05-26,2026-05-26,"220 YALE AVE, APT/UNIT 14, DAYTON OH 45402-6011 United States",39.770501238213555,-84.21727485885125
R72 07307 0003,4,2,Residential Gas Permit,0,2026-05-26,2026-06-09,"51 CAMBRIDGE AVE, DAYTON OH 45406-5002 United States",39.770276535222294,-84.21469894264067
R72 07307 0020,3,3,Residential Gas Permit,0,2026-01-20,2026-01-20,"724 SALEM AVE, DAYTON OH 45406-5823 United States",39.770658374471246,-84.21318896094569
R72 07309 0013,1,1,Residential Plumbing Permit,0,2026-03-12,2026-03-12,"1200 N BROADWAY ST, DAYTON OH 45402-6112 United States",39.76936059255525,-84.21499662886318
R72 07310 0010,1,1,Residential Water Permit,0,2026-04-21,2026-04-21,"219 LEXINGTON AVE, DAYTON OH 45402-6139 United States",39.76825302696788,-84.21600127573677
R72 07310 0020,1,1,Miscellaneous Permit,0,2026-06-23,2026-06-23,"161 LEXINGTON AVE, DAYTON OH 45402",39.768300555801424,-84.21444394359831
R72 07311 0001,1,1,Residential Plumbing Permit,0,2026-04-02,2026-04-02,"135 LEXINGTON AVE, DAYTON OH 45402-6133 United States",39.76831823589976,-84.21361178553187
R72 07403 0033,1,1,Residential Plumbing Permit,0,2026-05-04,2026-05-04,"1044 W GRAND AVE, DAYTON OH 45402-6122 United States",39.76676144480499,-84.21416770200446
R72 07403 0046,1,1,Residential Electrical Permit,0,2026-04-22,2026-04-22,"707 SUPERIOR AVE, DAYTON OH 45402-6308 United States",39.765857250181746,-84.21291083572702
R72 07405 0090,1,1,Residential Plumbing Permit,0,2026-06-09,2026-06-09,"645 SUPERIOR AVE, DAYTON OH 45402-6304 United States",39.76583885593601,-84.21191768525455
R72 07406 0027,1,1,Residential Wrecking Permit,0,2026-04-13,2026-04-13,"237 AUDUBON PARK, DAYTON OH 45402-6313 United States",39.76471534294196,-84.21382560583696
R72 07411 0067,1,1,Residential Plumbing Permit,0,2026-01-21,2026-01-21,"530 N WILLIAMS ST, DAYTON OH 45402-6379 United States",39.7634273254802,-84.21107976533715
R72 07411 0076,1,1,Residential Plumbing Permit,0,2026-06-24,2026-06-24,"511 DAYTON VIEW PL, DAYTON OH 45402-4306 United States",39.76294383518023,-84.2105728756757
R72 07416 0004,1,1,Residential Electrical Permit,0,2026-05-01,2026-05-01,"719 MEREDITH ST, DAYTON OH 45402-6342 United States",39.7631004666022,-84.21291062766953
R72 07509 0011,1,1,Residential Building Permit,5000,2026-01-20,2026-01-20,"1321 W Riverview AVE, 1323, DAYTON OH 45402-6216",39.76217550376033,-84.21588360922674
R72 07509 0027,1,1,Residential Wrecking Permit,0,2026-03-27,2026-03-27,"733 N BROADWAY ST, DAYTON OH 45402-6246 United States",39.76341054698107,-84.21535896024857
R72 07509 0029,1,1,Residential Wrecking Permit,0,2026-03-27,2026-03-27,"723 N BROADWAY ST, DAYTON OH 45402-6246 United States",39.76321485228907,-84.21541109443474
R72 07510 0025,1,1,Residential Electrical Permit,0,2026-05-18,2026-05-18,"1211 W RIVERVIEW AVE, DAYTON OH 45402-6431 United States",39.761401041030965,-84.21289374161796
R72 07513 0001,1,1,Commercial Plumbing Permit,0,2026-03-18,2026-03-18,"9 ORTH AVE, DAYTON OH 45402",39.759876027979374,-84.2095894732909
R72 07604 0033,1,1,Commercial Electrical Permit,0,2026-05-19,2026-05-19,"1708 W RIVERVIEW AVE, DAYTON OH 45402-5942 United States",39.76268717241859,-84.22105155525216
R72 07608 0043,1,1,Residential Wrecking Permit,0,2026-06-09,2026-06-09,"831 EASTON ST, DAYTON OH 45402-6317 United States",39.76475622044349,-84.21441013044607
R72 07611 0018,1,1,Residential Wrecking Permit,0,2026-04-13,2026-04-13,"634 FERGUSON AVE, DAYTON OH 45402-6223 United States",39.76168091406634,-84.21721096041928
R72 07611 0027,1,1,Commercial Electrical Permit,0,2026-06-22,2026-06-22,"1416 W RIVERVIEW AVE, DAYTON OH 45402 United States",39.76173388538554,-84.21828494106383
R72 07701 0048,2,2,Residential Building Permit,14000,2026-04-17,2026-04-30,"605 OXFORD AVE, DAYTON OH 45402-5821 United States",39.76897069384706,-84.22489302679581
R72 07702 0011,2,2,Residential Gas Permit,0,2026-03-17,2026-03-25,"527 LEXINGTON AVE, DAYTON OH 45402-5813 United States",39.76814836046655,-84.22200126610616
R72 07704 0002,1,1,Residential Building Permit,0,2026-03-20,2026-03-20,"1603 W GRAND AVE, DAYTON OH 45402-5839 United States",39.76710188468885,-84.22314242653201
R72 07704 0018,1,1,Commercial Wrecking Permit,0,2026-04-15,2026-04-15,"548 LEXINGTON AVE, DAYTON OH 45402-5800 United States",39.76769056650806,-84.22282947651657
R72 07705 0022,2,2,Residential Electrical Permit,0,2026-01-05,2026-03-06,"434 LEXINGTON AVE, DAYTON OH 45402-6046 United States",39.76772674940231,-84.2207988622125
R72 07705 0040,1,1,Residential Building Permit,13000,2026-03-06,2026-03-06,"302 LEXINGTON AVE, DAYTON OH 45402-6044 United States",39.76776916800765,-84.21809927635317
R72 07705 0042,2,1,Residential Plumbing Permit,0,2026-02-23,2026-05-13,"1407 W GRAND AVE, DAYTON OH 45402-6037 United States",39.76715220233978,-84.21990936124759
R72 07706 0036,1,1,Special Service Inspection,0,2026-04-21,2026-04-21,"222 LEXINGTON AVE, DAYTON OH 45402 United States",39.76783416668272,-84.21610125669095
R72 07708 0012,1,1,Residential Wrecking Permit,0,2026-05-06,2026-05-06,"822 N EUCLID AVE, DAYTON OH 45402-5908 United States",39.76365155965879,-84.22171578116513
R72 07709 0018,1,1,Residential Plumbing Permit,0,2026-03-04,2026-03-04,"840 SAINT AGNES ST, DAYTON OH 45402-5925 United States",39.763963268440236,-84.22054223181992
R72 07709 0056,1,1,Residential Plumbing Permit,0,2026-02-11,2026-02-11,"810 N PAUL LAURENCE DUNBAR ST, DAYTON OH 45402-5929 United States",39.764777845348064,-84.21948431799711
R72 07709 0114,1,1,Residential Plumbing Permit,0,2026-01-15,2026-01-15,"924 SUPERIOR AVE, DAYTON OH 45402-6250 United States",39.76529026624696,-84.21805954518378
R72 07710 0040,2,1,Residential Plumbing Permit,0,2026-01-06,2026-01-06,"930 CATALPA DR, DAYTON OH 45402-5824 United States",39.76630404862992,-84.22417946855028
R72 07711 0057,2,2,Residential Sewer Permit,0,2026-04-02,2026-04-02,"1428 W GRAND AVE, DAYTON OH 45402-6057 United States",39.7666834932834,-84.22134596568944
R72 07711 0103,1,1,Residential Plumbing Permit,0,2026-04-10,2026-04-10,"1210 SUPERIOR AVE, DAYTON OH 45402-5933 United States",39.76520906201254,-84.22246230859669
R72 07712 0010,1,1,Residential Plumbing Permit,0,2026-06-05,2026-06-05,"1216 W GRAND AVE, DAYTON OH 45402-6260 United States",39.76673111052589,-84.21698495459881
R72 07712 0033,1,1,Residential Wrecking Permit,0,2026-01-21,2026-01-21,"916 BRYN MAWR DR, DAYTON OH 45402-6001 United States",39.7660706551635,-84.21745963830895
R72 07712 0051,2,2,Residential Gas Permit,0,2026-04-02,2026-06-05,"925 FERGUSON AVE, DAYTON OH 45402-6115 United States",39.766274464044805,-84.21666771052547
R72 07712 0052,2,2,Residential Gas Permit,0,2026-06-24,2026-06-24,"929 FERGUSON AVE, DAYTON OH 45402-6115 United States",39.76636782394304,-84.21667001070564
R72 07801 0007,3,3,Residential Mechanical Permit,0,2026-03-13,2026-05-14,"1237 ROSEDALE DR, DAYTON OH 45402-5711 United States",39.76995098637167,-84.22693837789589
R72 07801 0026,1,1,Residential Gas Permit,0,2026-05-20,2026-05-20,"1216 WINDSOR AVE, DAYTON OH 45402-5718 United States",39.76993427377205,-84.2278844932343
R72 07801 0029,1,1,Residential Wrecking Permit,0,2026-01-29,2026-01-29,"1204 WINDSOR AVE, DAYTON OH 45402-5718 United States",39.76956924366844,-84.22787544050144
R72 07803 0007,1,1,Residential Water Permit,0,2026-04-21,2026-04-21,"627 YALE AVE, DAYTON OH 45402-5823 United States",39.77077699089979,-84.22567073772724
R72 07804 0035,1,1,Residential Wrecking Permit,0,2026-05-06,2026-05-06,"1242 CATALPA DR, DAYTON OH 45402-5805 United States",39.77006687254806,-84.22429392466857
R72 07804 0036,1,1,Residential Wrecking Permit,0,2026-03-27,2026-03-27,"1238 CATALPA DR, DAYTON OH 45402-5805 United States",39.76996253259389,-84.2242948983023
R72 07807 0015,7,3,Permit Revision,0,2026-02-16,2026-06-29,"1306 Bryn Mawr DR, DAYTON OH 45402",39.770346524589485,-84.21760421780495
R72 07808 0009,2,2,Residential Building Permit,0,2026-04-08,2026-04-08,"403 LEXINGTON AVE, DAYTON OH 45402-6047 United States",39.76820911209899,-84.21973974872766
R72 07901 0021,1,1,Residential Plumbing Permit,0,2026-03-03,2026-03-03,"1238 EVERETT DR, DAYTON OH 45402-5603 United States",39.770357024024094,-84.2303074304434
R72 07901 0025,1,1,Residential Zoning Only Permit,0,2026-02-24,2026-02-24,"1222 EVERETT DR, DAYTON OH 45402-5603 United States",39.769920572945516,-84.23030014713483
R72 07901 0036,1,1,Residential Wrecking Permit,0,2026-01-21,2026-01-21,"1241 VERNON DR, DAYTON OH 45402-5715 United States",39.77037540367355,-84.2296211876368
R72 07901 0037,1,1,Residential Wrecking Permit,0,2026-01-21,2026-01-21,"1237 VERNON DR, DAYTON OH 45402-5715 United States",39.7702408878927,-84.22962140417914
R72 07901 0042,1,1,Residential Wrecking Permit,0,2026-01-21,2026-01-21,"1215 VERNON DR, DAYTON OH 45402-5715 United States",39.76970791286288,-84.22964017959542
R72 07901 0046,1,1,Special Service Inspection,0,2026-06-24,2026-06-24,"1256 Vernon DR, DAYTON OH 45402-5714",39.77090999034118,-84.22912206839334
R72 07901 0061,1,1,Residential Wrecking Permit,0,2026-01-21,2026-01-21,"1257 WINDSOR AVE, DAYTON OH 45402-5719 United States",39.770919923907535,-84.22844977705984
R72 07901 0069,1,1,Residential Wrecking Permit,0,2026-01-21,2026-01-21,"1225 WINDSOR AVE, DAYTON OH 45402-5719 United States",39.770058316212484,-84.22841062138218
R72 07901 0072,3,3,Residential Building Permit,5000,2026-03-11,2026-04-06,"1215 Windsor AVE, DAYTON OH 45402-5719",39.76972879043612,-84.2284131154791
R72 07904 0015,1,1,Residential Wrecking Permit,0,2026-03-12,2026-03-12,"1951 W GRAND AVE, DAYTON OH 45402-5723 United States",39.76697287563891,-84.22983916164816
R72 07905 0016,7,4,Residential Gas Permit,0,2026-04-28,2026-06-29,"1809 W GRAND AVE, 1811, DAYTON OH 45402-5721 United States",39.76702525539729,-84.22703666899116
R72 07905 0017,1,1,Residential Wrecking Permit,0,2026-05-08,2026-05-08,"1805 W GRAND AVE, DAYTON OH 45402-5721 United States",39.76702471700971,-84.22688718460915
R72 07905 0028,2,1,Residential Gas Permit,0,2026-04-08,2026-04-08,"924 WINDSOR AVE, DAYTON OH 45402-5750 United States",39.76611916891354,-84.22759063104188
R72 07907 0001,1,1,Residential Plumbing Permit,0,2026-01-05,2026-01-05,"1620 SUPERIOR AVE, DAYTON OH 45402-5745 United States",39.765106843521664,-84.22734488714521
R72 07907 0013,1,1,Residential Wrecking Permit,0,2026-04-15,2026-04-15,"817 ROSEDALE DR, DAYTON OH 45402-5738 United States",39.76390264787446,-84.226891652433
R72 07908 0036,1,1,Residential Wrecking Permit,0,2026-01-21,2026-01-21,"941 VERNON DR, DAYTON OH 45402-5749 United States",39.76603593761548,-84.22969488063272
R72 07908 0039,1,1,Residential Wrecking Permit,0,2026-01-21,2026-01-21,"929 VERNON DR, DAYTON OH 45402-5749 United States",39.76570656909511,-84.2296867042078
R72 08001 0002,1,1,Residential Gas Permit,0,2026-01-30,2026-01-30,"1312 PHILADELPHIA DR, DAYTON OH 45406-4641 United States",39.7707134411676,-84.23405248484151
R72 08001 0016,2,2,Residential Building Permit,0,2026-01-12,2026-06-23,"1215 OXFORD AVE, DAYTON OH 45402-5614 United States",39.76933013528669,-84.23364448452162
R72 08001 0029,1,1,Residential Mechanical Permit,0,2026-05-18,2026-05-18,"1209 SENECA DR, DAYTON OH 45402-5618 United States",39.76953031713008,-84.23329005884419
R72 08001 0034,1,1,Residential Plumbing Permit,0,2026-03-27,2026-03-27,"1250 SENECA DR, DAYTON OH 45402-5617 United States",39.770647748355145,-84.23274139811642
R72 08001 0050,1,1,Residential Wrecking Permit,0,2026-01-21,2026-01-21,"1245 WILSON DR, DAYTON OH 45402-5622 United States",39.770550354798466,-84.2320878374203
R72 08001 0076,1,1,Residential Building Permit,23752,2026-04-28,2026-04-28,"1200 WILSON DR, DAYTON OH 45402-5621 United States",39.76935356208743,-84.23150652904117
R72 08002 0020,1,1,Residential Mechanical Permit,0,2026-04-30,2026-04-30,"1020 PHILADELPHIA DR, DAYTON OH 45402-5638 United States",39.767722875996974,-84.23407768476928
R72 08003 0009,3,2,Residential Gas Permit,0,2026-03-25,2026-03-30,"1108 Oxford AVE, DAYTON OH 45402-5658",39.76904199146853,-84.2321499698342
R72 08003 0011,1,1,Residential Wrecking Permit,0,2026-03-09,2026-03-09,"1135 WILSON DR, DAYTON OH 45402-5620 United States",39.768851882941334,-84.2320064955145
R72 08004 0021,1,1,Residential Wrecking Permit,0,2026-05-08,2026-05-08,"2011 W GRAND AVE, DAYTON OH 45402-5631 United States",39.76696780452516,-84.23092421150956
R72 08004 0027,1,1,Residential Wrecking Permit,0,2026-05-08,2026-05-08,"2016 W GRAND AVE, DAYTON OH 45402-5630 United States",39.76647804066584,-84.2313639495749
R72 08004 0029,1,1,Residential Wrecking Permit,0,2026-05-08,2026-05-08,"2010 W GRAND AVE, DAYTON OH 45402-5630 United States",39.76648494171359,-84.2310830215218
R72 08105 0042,1,1,Residential Water Permit,0,2026-04-06,2026-04-06,"420 N WOODWARD AVE, DAYTON OH 45417-2461 United States",39.75883790206848,-84.23033447058594
R72 08105 0043,1,1,Residential Water Permit,0,2026-04-06,2026-04-06,"418 N WOODWARD AVE, DAYTON OH 45417-2461 United States",39.75879670818707,-84.23033344769169
R72 08108 0056,1,1,Residential Plumbing Permit,0,2026-01-07,2026-01-07,"518 N WOODWARD AVE, DAYTON OH 45417",39.7604424158277,-84.23028693624806
R72 08109 0003,1,1,Residential Building Permit,0,2026-06-01,2026-06-01,"1303 EDISON ST, DAYTON OH 45417-2474 United States",39.75659414630908,-84.23147410823415
R72 08109 0008,1,1,Residential Sewer Permit,0,2026-01-29,2026-01-29,"1209 EDISON ST, DAYTON OH 45417-2472 United States",39.756605995062074,-84.23085894911598
R72 08109 0079,1,1,Residential Gas Permit,0,2026-01-14,2026-01-14,"1514 OAKRIDGE DR, DAYTON OH 45417-2417 United States",39.75814126904268,-84.23102158734744
R72 08110 0054,3,3,Residential Plumbing Permit,0,2026-03-03,2026-04-23,"1716 OAKRIDGE DR, DAYTON OH 45417-2313 United States",39.75809105386568,-84.23330081333354
R72 08201 0023,2,2,Residential Building Permit,7000,2026-01-06,2026-01-22,"167 N MARION ST, DAYTON OH 45417-2207 United States",39.75587411199691,-84.23355517376483
R72 08201 0030,1,1,Residential Electrical Permit,0,2026-02-23,2026-02-23,"180 N ARDMORE AVE, DAYTON OH 45417-2204 United States",39.75597085462188,-84.23406986158683
R72 08202 0062,1,1,Residential Wrecking Permit,0,2026-01-29,2026-01-29,"156 N KILMER ST, DAYTON OH 45417 United States",39.7560081172341,-84.23206491258918
R72 08203 0024,1,1,Residential Plumbing Permit,0,2026-03-10,2026-03-10,"2302 W SECOND ST, DAYTON OH 45417-2427 United States",39.75431507157108,-84.2320329158116
R72 08205 0034,1,1,Residential Wrecking Permit,0,2026-01-29,2026-01-29,"142 N ORCHARD AVE, DAYTON OH 45417-2551 United States",39.756012062228024,-84.22905835523059
R72 08207 0038,1,1,Commercial Electrical Permit,0,2026-06-23,2026-06-23,"1819 W THIRD ST, DAYTON OH 45417 United States",39.75453818026039,-84.22511212343791
R72 08207 0091,2,2,Commercial Fire Sprinkler Permit,0,2026-01-13,2026-04-17,"119 N JAMES H MCGEE BLVD, DAYTON OH 45402-6736 United States",39.755435348403225,-84.22578154061931
R72 08207 0094,1,1,Permit Revision,0,2026-06-17,2026-06-17,"1923 W THIRD ST, DAYTON OH 45417 United States",39.75399826407294,-84.22686647970743
R72 08208 0017,1,1,Residential Plumbing Permit,0,2026-04-06,2026-04-06,"200 N ORCHARD AVE, DAYTON OH 45417-2453 United States",39.75661119596848,-84.2292083882014
R72 08210 0034,1,1,Commercial Building Permit,1300000,2026-05-07,2026-05-07,"510 N James H McGee BLVD, DAYTON OH 45402",,
R72 08212 0025,5,5,Residential Electrical Permit,0,2026-03-13,2026-04-29,"1727 W FIRST ST, DAYTON OH 45402 United States",39.756316543144614,-84.22447413006768
R72 08301 0072,5,5,Residential Gas Permit,0,2026-03-13,2026-03-27,"1360 W FIRST ST, DAYTON OH 45402 United States",39.75733492544659,-84.21665379255218
R72 08301 0077,4,4,Residential Gas Permit,0,2026-03-13,2026-03-18,"1344 W FIRST ST, DAYTON OH 45402 United States",39.75743607078305,-84.21609577761123
R72 08301 0079,5,5,Residential Electrical Permit,0,2026-03-13,2026-04-29,"1332 W FIRST ST, DAYTON OH 45402 United States",39.75751425322796,-84.21564065186966
R72 08301 0082,4,4,Residential Gas Permit,0,2026-03-13,2026-03-18,"1320 W FIRST ST, DAYTON OH 45402 United States",39.7575776617895,-84.2152175848645
R72 08301 0089,5,5,Residential Electrical Permit,0,2026-03-13,2026-04-29,"1356 W FIRST ST, DAYTON OH 45402 United States",39.75735818099574,-84.21653083748943
R72 08303 0039,4,4,Residential Gas Permit,0,2026-03-13,2026-03-18,"1329 W First ST, DAYTON OH 45402",39.75776732476367,-84.21558853568928
R72 08303 0044,4,4,Residential Gas Permit,0,2026-03-13,2026-03-18,"1317 W FIRST ST, DAYTON OH 45402 United States",39.7578331958782,-84.2151837289312
R72 08303 0064,27,5,Residential Gas Permit,0,2026-03-13,2026-04-29,"211 N BROADWAY ST, DAYTON OH 45402 United States",39.758108749199366,-84.21475970547357
R72 08303 0065,6,6,Commercial Mechanical Permit,0,2026-03-13,2026-06-23,"228 N BROADWAY ST, DAYTON OH 45402 United States",39.7585464546125,-84.2143213556005
R72 08305 0006,1,1,Residential Wrecking Permit,0,2026-04-14,2026-04-14,"540 BLAINE ST, DAYTON OH 45402-6608 United States",39.7600161360836,-84.21670921261392
R72 08305 0014,1,1,Residential Wrecking Permit,0,2026-05-06,2026-05-06,"551 DAKOTA ST, DAYTON OH 45402-6653 United States",39.759610438806945,-84.21703718048374
R72 08305 0021,1,1,Residential Wrecking Permit,0,2026-05-06,2026-05-06,"549 DAKOTA ST, DAYTON OH 45402-6653 United States",39.75948670960868,-84.21686334385954
R72 08305 0022,1,1,Residential Wrecking Permit,0,2026-05-06,2026-05-06,"543 DAKOTA ST, DAYTON OH 45402-6653 United States",39.75950604016187,-84.2166681423851
R72 08307 0048,4,4,Residential Gas Permit,0,2026-03-13,2026-03-18,"1541 W SECOND ST, DAYTON OH 45402 United States",39.75617778482438,-84.21981378574294
R72 08307 0057,2,2,Residential Building Permit,0,2026-04-21,2026-06-18,"1507 W SECOND ST, DAYTON OH 45402-6727 United States",39.75635325861731,-84.21876416325692
R72 08308 0027,1,1,Residential Building Permit,87500,2026-03-27,2026-03-27,"128 N PAUL LAURENCE DUNBAR ST, DAYTON OH 45402-6711 United States",39.75706621701635,-84.21830519017807
R72 08308 0029,2,2,Residential Building Permit,9082,2026-03-03,2026-04-30,"122 N PAUL LAURENCE DUNBAR ST, DAYTON OH 45402-6756 United States",39.75690705541279,-84.21826198069114
R72 08310 0009,1,1,Residential Water Permit,0,2026-02-16,2026-02-16,"356 EDISON ST, DAYTON OH 45402-6509 United States",39.75752319267632,-84.22080307118829
