name,publisher,source_owner,theme,geography,granularity,access,cadence,formats,key_fields,records,updated,housing_relevant,queryable,capabilities,priority,current_use_state,desired_use_state,url,item_page,notes
GMR Bus Stops,MVRPC (regional),kypolk (msimpson_MVRPC),affordability/tenure,Miami Valley region,address/point,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2020-02-18,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/GMRBusStops/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=f60bb50e19b943dbb92399daeb110578,Bus stops within one mile along the 99 mile of the Great Miami Riverway
GMR Fix-It Stations,MVRPC (regional),kypolk (msimpson_MVRPC),affordability/tenure,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2020-02-12,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/GMRFixItStations/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=88a3d323b97b46aabb1385de91d3775c,Fix It Stations within one mile along the 99 mile of the Great Miami Riverway
GMR Hand Carried Boat Ramps,MVRPC (regional),kypolk (msimpson_MVRPC),affordability/tenure,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2020-02-14,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/GMRHandCarriedBoatRamps/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=5a627642d78547e180affd20092dc9ee,Hand carried boat ramps positions within one mile along the 99 mile of the Great Miami Riverway
GMR Local Bikeways,MVRPC (regional),kypolk (msimpson_MVRPC),affordability/tenure,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2020-02-12,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/GMRLocalBikeways/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=9ace4c8a88504ce8855160401adcaa19,Local Bikeways within one mile along the 99 mile of the Great Miami Riverway
GMR Parking,MVRPC (regional),kypolk (msimpson_MVRPC),affordability/tenure,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2020-02-20,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/GMRBikeParking/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=45689e62aec542228984de9302100924,Parking within one mile along the 99 mile of the Great Miami Riverway
GMR Restrooms,MVRPC (regional),kypolk (msimpson_MVRPC),affordability/tenure,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2020-02-12,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/GMRRestrooms/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=e4127743d9b64f79bce2e5e4982df8ce,Restrooms within one mile along the 99 mile of the Great Miami Riverway
GMR River Access,MVRPC (regional),kypolk (msimpson_MVRPC),affordability/tenure,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2020-02-14,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/GMRRiverAccess/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=2a1f3befe35746a58516d7e6b7f50cd6,River access within one mile along the 99 mile of the Great Miami Riverway
GMR Seating,MVRPC (regional),kypolk (msimpson_MVRPC),affordability/tenure,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2020-02-12,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/GMRSeating/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=b8b4d5702be14f24829618ef6b574928,Seating within one mile along the 99 mile of the Great Miami Riverway
GMR Shelter,MVRPC (regional),kypolk (msimpson_MVRPC),affordability/tenure,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2020-02-12,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/GMRShelter/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=8a6c09b446c14cc1903a678c6c7ff56c,Shelters within one mile along the 99 mile of the Great Miami Riverway
GMR Signage,MVRPC (regional),kypolk (msimpson_MVRPC),affordability/tenure,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2020-02-12,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/GMRSignage/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=8c10fac607af4af4bf7a4425f1746e9f,Signage and wayfinding within one mile along the 99 mile of the Great Miami Riverway
GMR Tourism Information,MVRPC (regional),kypolk (msimpson_MVRPC),affordability/tenure,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2020-02-19,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/GMRTourismInformation/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=0fb1371b3ec147ef9d0132d042e938a2,Tourism information kiosk within one mile along the 99 mile of the Great Miami Riverway
GMR Tourism Wayfinding Signs,MVRPC (regional),kypolk (msimpson_MVRPC),affordability/tenure,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2020-02-19,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/GMRTourismWayfindingSigns/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=9321d7df871c4db78f8ebd1bf3faa6e8,Tourism wayfinding signs within one mile along the 99 mile of the Great Miami Riverway
GMR Water Fountains,MVRPC (regional),kypolk (msimpson_MVRPC),affordability/tenure,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2020-02-12,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/GMRWaterFountains/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=8f40fe7e37a54f40af33f8763365a828,Water Fountains within one mile along the 99 mile of the Great Miami Riverway
GMR Water Parking,MVRPC (regional),kypolk (msimpson_MVRPC),affordability/tenure,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2020-02-14,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/GMRWaterParking/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=c42acb5d8c7146f4a7dc8c2624542f0f,Parking available for water recreation within one mile along the 99 mile of the Great Miami Riverway
GMR Water Wayfinding,MVRPC (regional),kypolk (msimpson_MVRPC),affordability/tenure,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2020-02-14,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/GMRWaterWayfinding/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=22a14c7f1d974a389df2f37e5618366d,Water signage and wayfinding within one mile along the 99 mile of the Great Miami Riverway
GoodProdPoints,MVRPC (regional),kypolk (msimpson_MVRPC),affordability/tenure,Miami Valley region,address/point,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2022-04-22,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/GoodProdPoints/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=b0bf3a86f4db4cef9e61526608fc4fbb,Point file of LEHD data from 2011 to 2019 in Miami Valley Region
Goods and Production Group Layer,MVRPC (regional),kypolk (msimpson_MVRPC),affordability/tenure,Miami Valley region,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2022-10-19,,Y,"Query,Extract",,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/GoodsProduct6pluscounties/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=9956f5fc289c4a99b3ba80eecd21efde,"LEHD data featuring count and demographic information for the Goods and Production job sectors from 2011 to 2019 for the Miami Valley Region including Darke, Greene, Miami, Montgomery, Preble, Shelby "
GoodsProductionClip,MVRPC (regional),kypolk (msimpson_MVRPC),affordability/tenure,Miami Valley region,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2022-04-22,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/GoodsProductionClip/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=41439082388e46b4801eafa85589c920,LEHD data from 2011 to 2019 for the Goods and Production Sectors in the Miami Valley Region
Great_Miami_Riverway_DEMO,MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),vacancy,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2019-10-11,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/Great_Miami_Riverway_DEMO/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=e8a29d9abf6d406497012bf5ae2a2ddf,
GreatMiamiRiverwayLAYER,MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),affordability/tenure,Miami Valley region,block group,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2019-10-11,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/GreatMiamiRiverwayLAYER/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=f39d02ae9c614852ab8f5295d294dbe2,Shows block groups touching a 1 mile buffer of the Great Miami River corridor from Hamilton to Sidney.
GRECO_Bridges,MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),infrastructure,Miami Valley region,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2024-10-30,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/GRECO_Bridges/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=4a91eba9b8b942529b253df32d3813e8,"Inventory of bridges for Greene County, OH 10/24"
Greene County Poly,MVRPC (regional),msimpson_MVRPC (msimpson_MVRPC),,Miami Valley region,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2020-06-26,,Y,"Create,Delete,Query,Update,Editing,Sync",,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/Greene_County_Poly/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=03553562e7cc4fbbba91f5949c79a116,
Greene County View Layer,MVRPC (regional),msimpson_MVRPC (msimpson_MVRPC),,Miami Valley region,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2020-08-07,,Y,"Create,Delete,Query,Update,Editing,Sync",,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/Greene_County_View_Layer/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=1cdaed0b54774da89a0486796f52adf0,
Greene_Urban_Boundaries,MVRPC (regional),msimpson_MVRPC (msimpson_MVRPC),geography/reference,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2022-09-19,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/Greene_Urban_Boundaries/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=7401d01fe2ff45fd823806195857bd2b,
GreeneCoMask,MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),,Miami Valley region,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2020-03-16,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/GreeneCoMask/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=621e7257475a4db3b3b15975a6a5bdb7,"Mask for Greene County, Ohio"
GreeneTableProperty,MVRPC (regional),msimpson_MVRPC (msimpson_MVRPC),ownership/transfers,Miami Valley region,parcel,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2023-02-17,Y,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/GreeneTableProperty/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=a505a0bbdaf3418daf189ffe32f72a16,
GRMI Meeting Locations,MVRPC (regional),msimpson_MVRPC (msimpson_MVRPC),,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2020-01-22,,Y,"Create,Delete,Query,Update,Editing,Sync",,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/GRMI_Meeting_Locations/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=395d73ee18864c12952a3de456cd8d08,
GroceryFacilities,MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2025-01-21,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/GroceryFacilities/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=bbb81b62a2884683bb4b721290a852ca,Grocery sotres for accessibility study
Groundwater Pollution Potential,MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),infrastructure,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2019-08-22,,N,"Map,TilesOnly",,,,https://tiles.arcgis.com/tiles/3TIUdMHOqnLBrZEH/arcgis/rest/services/GroundwaterPollutionPotential/MapServer,https://mvrpc.maps.arcgis.com/home/item.html?id=9b08e2166d22421eb8617427c60887dd,Groundwater Pollution Potential
Groundwater Yield,MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),affordability/tenure,Miami Valley region,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2019-08-22,,N,"Map,TilesOnly",,,,https://tiles.arcgis.com/tiles/3TIUdMHOqnLBrZEH/arcgis/rest/services/GroundwaterYield/MapServer,https://mvrpc.maps.arcgis.com/home/item.html?id=559837b69c1744ca915a765481bc87b6,Groundwater yield for the 8-county Miami Valley region
harnfam_gdb,MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2020-12-29,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/harnfam_gdb/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=5f00e6a607914a06b5d01665cc42ef14,
HarrisonTwpBoundary,MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),geography/reference,Miami Valley region,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2021-02-18,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/HarrisonTwpBoundary/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=9c5436dcd99848bf8ba2ae85f945aa0b,"Boundary for Harrison Township, Montgomery County, Ohio."
HarrisonTwpRoads,MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),,Miami Valley region,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2021-02-19,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/HarrisonTwpRoads/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=b4bfadfd5a55407cbf3a8d2661b9d83b,"Roads for Harrison Township, Montgomery County, Ohio."
HarrisonTwpZoning,MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),zoning/land use,Miami Valley region,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2021-02-19,Y,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/HarrisonTwpZoning/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=dedc1ce91ceb4cfeb0eb59ad32693fd4,"Zoning for Harrison Township, Montgomery County, Ohio."
HBPTractUpdated,MVRPC (regional),msimpson_MVRPC (msimpson_MVRPC),demographics,Miami Valley region,tract,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2025-02-19,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/HBPTractUpdated/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=882ba84703404152a0e61593c22054fb,2020 Tracts for the MVRPC region.
Healthcare Domain,MVRPC (regional),msimpson_MVRPC (msimpson_MVRPC),zoning/land use,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2021-12-02,,N,"Map,TilesOnly,Tilemap",,,,https://tiles.arcgis.com/tiles/3TIUdMHOqnLBrZEH/arcgis/rest/services/Healthcare_Domain/MapServer,https://mvrpc.maps.arcgis.com/home/item.html?id=9ee996c3ea384b4fb511f7b27f5c3a1f,Healthcare Domain
"Healthcare Jobs, 2011",MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),affordability/tenure,Miami Valley region,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2019-07-18,,N,service unreachable: HTTP Error 500: Internal Server Error,,,,https://gis.mvrpc.org/arcgis/rest/services/LEHD/LEHD_Healthcare_2011_blcirc/MapServer,https://mvrpc.maps.arcgis.com/home/item.html?id=7c73c75c9d2d4896a8ce2decdb4acdc6,"Concentration of healthcare jobs of workers in the Miami Valley region, 2011."
"Healthcare Jobs, 2014",MVRPC (regional),tharner@mvrpc.org (msimpson_MVRPC),affordability/tenure,Miami Valley region,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2019-07-18,,N,service unreachable: HTTP Error 500: Internal Server Error,,,,https://gis.mvrpc.org/arcgis/rest/services/LEHD/LEHD_Healthcare_2014_blkcirc/MapServer,https://mvrpc.maps.arcgis.com/home/item.html?id=0a8209bcac1c4fed8d149701401257c3,"Concentration of healthcare jobs of workers in the Miami Valley region, 2014."
Hex_Overall,MVRPC (regional),msimpson_MVRPC (msimpson_MVRPC),,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2022-08-19,,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/Hex_Overall/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=70bf5923754447e0bc4c23fce72568d1,
Hexagonal_LandBank,MVRPC (regional),kypolk (msimpson_MVRPC),,Miami Valley region,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2018-03-16,Y,Y,Query,,,,https://services.arcgis.com/3TIUdMHOqnLBrZEH/arcgis/rest/services/Hexagonal_LandBank/FeatureServer,https://mvrpc.maps.arcgis.com/home/item.html?id=4851b742418841d6aab983d896ce5503,Hexagonal structure of Indicator Data
